inventory_id,item_type,product_area,route_or_component,screen_or_tab,role,tenant_state,store_state,subscription_or_entitlement_state,feature_flag_state,viewport,control_or_action,expected_behavior,backing_api_dal_data_path,test_type,test_result,defect_id,regression_test_added,final_verification_status,evidence_or_notes
MLRC-000020,page,Answerlattice boundary,/answerlattice/product-surfaces,src/app/(answerlattice)/answerlattice/product-surfaces/page.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(answerlattice)/answerlattice/product-surfaces/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000021,page,Answerlattice boundary,/answerlattice/public-api,src/app/(answerlattice)/answerlattice/public-api/page.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(answerlattice)/answerlattice/public-api/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000022,page,Answerlattice boundary,/answerlattice/release-notes,src/app/(answerlattice)/answerlattice/release-notes/page.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(answerlattice)/answerlattice/release-notes/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000023,page,Answerlattice boundary,/answerlattice/settings,src/app/(answerlattice)/answerlattice/settings/page.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(answerlattice)/answerlattice/settings/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000024,page,Answerlattice boundary,/answerlattice/support-assistant,src/app/(answerlattice)/answerlattice/support-assistant/page.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(answerlattice)/answerlattice/support-assistant/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000025,page,Answerlattice boundary,/answerlattice/support-board,src/app/(answerlattice)/answerlattice/support-board/page.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(answerlattice)/answerlattice/support-board/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000026,page,Answerlattice boundary,/answerlattice/support,src/app/(answerlattice)/answerlattice/support/page.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(answerlattice)/answerlattice/support/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000027,page,Answerlattice boundary,/answerlattice/team/[tab],src/app/(answerlattice)/answerlattice/team/[tab]/page.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(answerlattice)/answerlattice/team/[tab]/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000028,page,Answerlattice boundary,/answerlattice/team,src/app/(answerlattice)/answerlattice/team/page.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(answerlattice)/answerlattice/team/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000029,page,Answerlattice boundary,/answerlattice/tickets,src/app/(answerlattice)/answerlattice/tickets/page.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(answerlattice)/answerlattice/tickets/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000030,page,Answerlattice boundary,/answerlattice/transactions,src/app/(answerlattice)/answerlattice/transactions/page.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(answerlattice)/answerlattice/transactions/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000031,page,Answerlattice boundary,/answerlattice/weekly-digest,src/app/(answerlattice)/answerlattice/weekly-digest/page.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(answerlattice)/answerlattice/weekly-digest/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000032,page,Answerlattice boundary,/answerlattice/widget/[tab],src/app/(answerlattice)/answerlattice/widget/[tab]/page.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(answerlattice)/answerlattice/widget/[tab]/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000033,page,Answerlattice boundary,/answerlattice/widget,src/app/(answerlattice)/answerlattice/widget/page.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(answerlattice)/answerlattice/widget/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000034,page,Answerlattice boundary,/answerlattice/workflow-notifications,src/app/(answerlattice)/answerlattice/workflow-notifications/page.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(answerlattice)/answerlattice/workflow-notifications/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000035,layout,Answerlattice boundary,/,src/app/(answerlattice)/layout.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:layout,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(answerlattice)/layout.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000036,page,Answerlattice boundary,/widget/access,src/app/(answerlattice)/widget/access/page.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(answerlattice)/widget/access/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000037,page,Answerlattice boundary,/widget/hosted-help,src/app/(answerlattice)/widget/hosted-help/page.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(answerlattice)/widget/hosted-help/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000038,page,Answerlattice boundary,/widget/install,src/app/(answerlattice)/widget/install/page.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(answerlattice)/widget/install/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000039,page,Answerlattice boundary,/widget/ui,src/app/(answerlattice)/widget/ui/page.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(answerlattice)/widget/ui/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000040,page,CampaignCue boundary,/campaigncue/app/editor-test,src/app/(campaigncue)/campaigncue/app/editor-test/page.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,ENABLE_CAMPAIGNCUE_EDITOR_TEST_ROUTE,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(campaigncue)/campaigncue/app/editor-test/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000041,page,CampaignCue boundary,/campaigncue/app,src/app/(campaigncue)/campaigncue/app/page.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(campaigncue)/campaigncue/app/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000042,page,CampaignCue boundary,/campaigncue,src/app/(campaigncue)/campaigncue/page.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(campaigncue)/campaigncue/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000043,layout,CampaignCue boundary,/,src/app/(campaigncue)/layout.tsx,SEPARATION_BOUNDARY_ONLY,PRODUCT_HOST_BOUNDARY,OUT_OF_SCOPE_EXCEPT_ISOLATION,OUT_OF_SCOPE_EXCEPT_ISOLATION,ENABLE_CAMPAIGNCUE_APP_SHELL,RESPONSIVE_WHERE_RENDERED,render:layout,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(campaigncue)/layout.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,Separation boundary only
MLRC-000044,page,MenuList,/403,src/app/(global-pages)/403/page.tsx,ROUTE_GUARD_TRACE_REQUIRED,ROUTE_STATE_TRACE_REQUIRED,ROUTE_STATE_TRACE_REQUIRED,ROUTE_STATE_TRACE_REQUIRED,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(global-pages)/403/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,In-scope candidate
MLRC-000045,page,MenuList,/404,src/app/(global-pages)/404/page.tsx,ROUTE_GUARD_TRACE_REQUIRED,ROUTE_STATE_TRACE_REQUIRED,ROUTE_STATE_TRACE_REQUIRED,ROUTE_STATE_TRACE_REQUIRED,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(global-pages)/404/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,In-scope candidate
MLRC-000046,error,MenuList,/,src/app/(global-pages)/error.tsx,ROUTE_GUARD_TRACE_REQUIRED,ROUTE_STATE_TRACE_REQUIRED,ROUTE_STATE_TRACE_REQUIRED,ROUTE_STATE_TRACE_REQUIRED,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:error,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(global-pages)/error.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,In-scope candidate
MLRC-000047,page,MenuList,/forgot-password,src/app/(global-pages)/forgot-password/page.tsx,ROUTE_GUARD_TRACE_REQUIRED,ROUTE_STATE_TRACE_REQUIRED,ROUTE_STATE_TRACE_REQUIRED,ROUTE_STATE_TRACE_REQUIRED,NO_DIRECT_FLAG_GUARD,RESPONSIVE_WHERE_RENDERED,render:page,"Resolve current source, host, authorization, lifecycle, and failure contract",src/app/(global-pages)/forgot-password/page.tsx,browser-and-source,NOT_RUN,,NO,DISCOVERED_UNTESTED,In-scope candidate
